"Date","BRANTNER DITCH_0200809","RIVERSIDE CANAL_0100503","BIG THOMPSON DITCH & MANUFACTURING CO._0400503","S. BOULDER CANON DITCH_0600593","HARMONY DITCH 1_6400511"
2013-09-24,0.00,132.00,0.00,0.00,0.00
2013-09-25,0.00,115.00,0.00,0.00,0.00
2013-09-26,0.00,69.60,0.00,0.00,0.00
2013-09-27,0.00,55.90,0.00,0.00,0.00
2013-09-28,0.00,12.30,0.00,0.00,0.00
2013-09-29,0.00,0.00,0.00,0.00,0.00
2013-09-30,0.00,0.00,0.00,0.00,0.00
2013-10-01,0.00,0.00,0.00,0.00,0.00
2013-10-02,0.00,0.00,0.00,0.00,0.00
2013-10-03,0.00,0.00,0.00,0.00,0.00
2013-10-04,0.00,0.00,0.00,0.00,3.82
2013-10-05,0.00,0.00,0.00,0.00,3.82
2013-10-06,0.00,0.00,0.00,0.00,3.82
2013-10-07,0.00,0.00,0.00,0.00,34.30
2013-10-08,0.00,0.00,0.00,0.00,62.50
2013-10-09,0.00,0.00,0.00,0.00,85.20
2013-10-10,0.00,80.00,0.00,0.00,167.00
2013-10-11,0.00,250.63,0.00,0.00,179.00
2013-10-12,0.00,176.64,0.00,0.00,147.00
2013-10-13,0.00,116.60,0.00,0.00,118.00
2013-10-14,0.00,94.53,0.00,0.00,90.30
2013-10-15,0.00,101.99,0.00,0.00,74.20
2013-10-16,0.00,95.25,0.00,0.00,61.34
2013-10-17,0.00,78.33,0.00,0.00,78.80
2013-10-18,0.00,67.72,0.00,0.00,120.00
2013-10-19,0.00,56.20,0.00,0.00,143.00
2013-10-20,0.00,66.68,0.00,0.00,146.00
2013-10-21,0.00,82.90,0.00,0.00,142.00
2013-10-22,0.00,126.62,0.00,0.00,124.00
2013-10-23,0.00,207.01,0.00,0.00,105.00
2013-10-24,0.00,128.26,0.00,0.00,107.00
2013-10-25,0.00,120.64,0.00,0.00,150.00
2013-10-26,0.00,118.74,0.00,0.00,215.00
2013-10-27,0.00,165.16,0.00,0.00,220.00
2013-10-28,0.00,154.76,0.00,0.00,219.00
2013-10-29,0.00,185.92,0.00,0.00,219.00
2013-10-30,0.00,191.44,0.00,0.00,231.00
2013-10-31,0.00,205.02,0.00,0.00,257.00
2013-11-01,0.00,358.00,0.00,0.00,260.00
2013-11-02,0.00,356.00,0.00,0.00,247.00
2013-11-03,0.00,357.00,0.00,0.00,259.00
2013-11-04,0.00,350.00,0.00,0.00,200.00
2013-11-05,0.00,337.00,0.00,0.00,198.00
2013-11-06,0.00,352.00,0.00,0.00,145.00
2013-11-07,0.00,370.00,0.00,0.00,154.00
2013-11-08,0.00,410.00,0.00,0.00,245.00
2013-11-09,0.00,412.00,0.00,0.00,257.00
2013-11-10,0.00,358.00,0.00,0.00,247.00
2013-11-11,0.00,384.00,0.00,0.00,249.00
2013-11-12,0.00,421.00,0.00,0.00,256.00
2013-11-13,0.00,411.00,0.00,0.00,253.00
2013-11-14,5.89,420.00,0.00,0.00,247.00
2013-11-15,11.90,425.00,0.00,0.00,242.00
2013-11-16,9.98,412.00,0.00,0.00,241.00
2013-11-17,7.01,420.00,0.00,0.00,238.00
2013-11-18,4.38,409.00,0.00,0.00,234.00
2013-11-19,0.00,400.00,0.00,0.00,234.00
2013-11-20,0.00,393.00,0.00,0.00,94.20
2013-11-21,0.00,404.00,0.00,0.00,21.50
2013-11-22,0.00,421.00,0.00,0.00,22.20
2013-11-23,0.00,413.00,0.00,0.00,20.50
2013-11-24,0.00,417.00,0.00,0.00,21.50
2013-11-25,0.00,399.00,0.00,0.00,22.00
2013-11-26,0.00,397.00,0.00,0.00,27.70
2013-11-27,0.00,364.00,0.00,0.00,27.10
2013-11-28,0.00,360.00,0.00,0.00,33.20
2013-11-29,0.00,39.00,0.00,0.00,26.10
2013-11-30,0.00,375.00,0.00,0.00,30.50
2013-12-01,0.00,388.00,0.00,0.00,26.90
2013-12-02,0.00,365.00,0.00,0.00,31.70
2013-12-03,0.00,1.36,0.00,0.00,31.50
2013-12-04,0.00,0.00,0.00,0.00,38.10
2013-12-05,0.00,0.00,0.00,0.00,19.10
2013-12-06,0.00,0.00,0.00,0.00,14.90
2013-12-07,0.00,0.00,0.00,0.00,12.30
2013-12-08,0.00,0.00,0.00,0.00,12.30
2013-12-09,0.00,0.00,0.00,0.00,12.30
2013-12-10,0.00,0.00,0.00,0.00,12.30
2013-12-11,0.00,0.00,0.00,0.00,12.30
2013-12-12,0.00,94.18,0.00,0.00,12.30
2013-12-13,0.00,398.00,0.00,0.00,12.20
2013-12-14,0.00,482.00,0.00,0.00,16.50
2013-12-15,0.00,433.00,0.00,0.00,18.10
2013-12-16,0.00,438.00,0.00,0.00,17.70
2013-12-17,0.00,431.00,0.00,0.00,16.20
2013-12-18,0.00,414.00,0.00,0.00,16.40
2013-12-19,0.00,328.00,0.00,0.00,21.40
2013-12-20,0.00,289.00,0.00,0.00,20.60
2013-12-21,0.00,257.00,0.00,0.00,11.70
2013-12-22,0.00,230.00,0.00,0.00,11.10
2013-12-23,0.00,258.00,0.00,0.00,11.10
2013-12-24,0.00,252.00,0.00,0.00,10.50
2013-12-25,0.00,207.00,0.00,0.00,10.00
2013-12-26,0.00,190.00,0.00,0.00,3.68
2013-12-27,0.00,181.00,0.00,0.00,0.00
2013-12-28,0.00,181.00,0.00,0.00,0.00
2013-12-29,0.00,168.00,0.00,0.00,0.00
2013-12-30,0.00,107.00,0.00,0.00,0.00
2013-12-31,0.00,0.00,0.00,0.00,0.00
2014-01-01,0.00,0.00,0.00,0.00,0.00
2014-01-02,0.00,0.00,0.00,0.00,0.00
2014-01-03,0.00,0.00,0.00,0.00,4.51
2014-01-04,0.00,0.00,0.00,0.00,14.10
2014-01-05,0.00,0.00,0.00,0.00,13.30
2014-01-06,0.00,0.00,0.00,0.00,12.90
2014-01-07,0.00,0.00,0.00,0.00,12.90
2014-01-08,0.00,0.00,0.00,0.00,12.90
2014-01-09,0.00,0.00,0.00,0.00,12.90
2014-01-10,0.00,0.00,0.00,0.00,12.70
2014-01-11,0.00,0.00,0.00,0.00,11.60
2014-01-12,0.00,0.00,0.00,0.00,6.70
2014-01-13,0.00,0.00,0.00,0.00,10.30
2014-01-14,0.00,0.00,0.00,0.00,15.70
2014-01-15,0.00,0.00,0.00,0.00,16.00
2014-01-16,0.00,0.00,0.00,0.00,17.30
2014-01-17,0.00,0.00,0.00,0.00,17.00
2014-01-18,0.00,0.00,0.00,0.00,17.00
2014-01-19,0.00,0.00,0.00,0.00,16.90
2014-01-20,0.00,0.00,0.00,0.00,18.80
2014-01-21,0.00,0.00,0.00,0.00,20.00
2014-01-22,0.00,0.00,0.00,0.00,16.30
2014-01-23,0.00,0.00,0.00,0.00,11.30
2014-01-24,0.00,0.00,0.00,0.00,1.98
2014-01-25,0.00,0.00,0.00,0.00,7.39
2014-01-26,0.00,0.00,0.00,0.00,8.66
2014-01-27,0.00,0.00,0.00,0.00,8.31
2014-01-28,0.00,0.00,0.00,0.00,16.60
2014-01-29,0.00,0.00,0.00,0.00,17.60
2014-01-30,0.00,0.00,0.00,0.00,3.15
2014-01-31,0.00,0.00,0.00,0.00,0.00
2014-02-01,0.00,0.00,0.00,0.00,0.00
2014-02-02,0.00,0.00,0.00,0.00,0.00
2014-02-03,0.00,0.00,0.00,0.00,0.00
2014-02-04,0.00,0.00,0.00,0.00,0.00
2014-02-05,0.00,0.00,0.00,0.00,0.00
2014-02-06,0.00,0.00,0.00,0.00,0.00
2014-02-07,0.00,0.00,0.00,0.00,0.00
2014-02-08,0.00,0.00,0.00,0.00,0.00
2014-02-09,0.00,0.00,0.00,0.00,0.00
2014-02-10,0.00,0.00,0.00,0.00,0.00
2014-02-11,0.00,0.00,0.00,0.00,0.00
2014-02-12,0.00,0.00,0.00,0.00,0.00
2014-02-13,0.00,0.00,0.00,0.00,0.00
2014-02-14,0.00,0.00,0.00,0.00,0.00
2014-02-15,0.00,0.00,0.00,0.00,0.00
2014-02-16,0.00,0.00,0.00,0.00,0.00
2014-02-17,0.00,2.31,0.00,0.00,0.00
2014-02-18,0.00,75.80,0.00,0.00,14.70
2014-02-19,0.00,281.00,0.00,0.00,43.70
2014-02-20,0.00,305.00,0.00,0.00,78.90
2014-02-21,0.00,359.00,0.00,0.00,66.00
2014-02-22,0.00,348.00,0.00,0.00,50.50
2014-02-23,0.00,370.00,0.00,0.00,40.90
2014-02-24,0.00,375.00,0.00,0.00,35.60
2014-02-25,0.00,378.00,0.00,0.00,13.60
2014-02-26,0.00,377.00,0.00,0.00,1.92
2014-02-27,0.00,385.00,0.00,0.00,1.92
2014-02-28,0.00,383.00,0.00,0.00,1.92
2014-03-01,0.00,401.00,0.00,0.00,1.92
2014-03-02,0.00,390.00,0.00,0.00,2.23
2014-03-03,0.00,366.00,0.00,0.00,0.00
2014-03-04,0.00,348.00,0.00,0.00,0.00
2014-03-05,0.00,344.00,0.00,0.00,0.00
2014-03-06,0.00,302.00,0.00,0.00,0.00
2014-03-07,0.00,205.00,0.00,0.00,6.67
2014-03-08,0.00,141.00,0.00,0.00,19.00
2014-03-09,0.00,139.00,0.00,0.00,19.50
2014-03-10,0.00,88.50,0.00,0.00,37.30
2014-03-11,0.00,54.60,0.00,0.00,67.20
2014-03-12,0.00,77.40,0.00,0.00,107.00
2014-03-13,0.00,81.20,0.00,0.00,206.00
2014-03-14,0.00,50.10,0.00,0.00,143.00
2014-03-15,0.00,50.90,0.00,0.00,161.00
2014-03-16,0.00,66.50,0.00,0.00,170.00
2014-03-17,0.00,42.70,0.00,0.00,191.00
2014-03-18,0.00,61.20,0.00,0.00,167.00
2014-03-19,0.00,76.50,0.00,0.00,214.00
2014-03-20,0.00,42.70,0.00,0.00,231.00
2014-03-21,0.00,36.80,0.00,0.00,224.00
2014-03-22,0.00,33.10,0.00,0.00,200.00
2014-03-23,0.00,34.20,0.00,0.00,205.00
2014-03-24,0.00,35.60,0.00,0.00,217.00
2014-03-25,0.00,49.60,0.00,0.00,215.00
2014-03-26,0.00,74.30,0.00,0.00,235.00
2014-03-27,0.00,92.00,0.00,0.00,246.00
2014-03-28,0.00,96.00,0.00,0.00,241.00
2014-03-29,0.00,111.00,0.00,0.00,211.00
2014-03-30,0.00,105.00,0.00,0.00,124.00
2014-03-31,0.00,129.00,0.00,0.00,45.40
2014-04-01,0.00,156.00,0.00,0.00,27.60
2014-04-02,0.00,198.00,0.00,0.00,27.60
2014-04-03,0.00,201.00,0.00,0.00,27.40
2014-04-04,0.00,199.00,0.00,0.00,26.80
2014-04-05,0.00,244.00,0.00,0.00,26.80
2014-04-06,0.00,222.00,0.00,0.00,26.70
2014-04-07,0.00,198.00,0.00,0.00,26.20
2014-04-08,13.80,178.00,0.00,0.00,25.70
2014-04-09,29.80,174.00,0.00,0.00,24.30
2014-04-10,34.20,141.00,0.00,0.00,23.70
2014-04-11,33.80,157.00,0.00,0.00,26.10
2014-04-12,33.50,202.00,0.00,0.00,26.80
2014-04-13,12.50,219.00,0.00,0.00,27.20
2014-04-14,4.56,207.00,0.00,0.00,27.00
2014-04-15,3.27,220.00,0.00,0.00,26.70
2014-04-16,1.69,216.00,0.00,0.00,26.90
2014-04-17,15.30,255.00,0.00,0.00,26.60
2014-04-18,26.10,288.00,0.00,0.00,28.00
2014-04-19,25.70,325.00,0.00,0.00,28.50
2014-04-20,25.70,327.00,0.00,0.00,27.70
2014-04-21,25.70,352.00,0.00,0.00,75.50
2014-04-22,29.30,350.00,0.00,0.00,100.00
2014-04-23,33.10,268.00,0.00,0.00,138.00
2014-04-24,29.20,304.00,0.00,0.00,144.00
2014-04-25,24.40,236.00,0.00,0.00,148.00
2014-04-26,21.60,308.00,0.00,0.00,131.00
2014-04-27,22.00,247.00,0.00,0.00,167.00
2014-04-28,30.10,182.00,0.00,0.00,179.00
2014-04-29,36.70,228.00,0.00,0.00,162.00
2014-04-30,35.90,347.00,0.00,0.00,158.00
2014-05-01,36.10,371.00,0.00,0.00,164.00
2014-05-02,36.00,231.00,0.00,0.00,170.00
2014-05-03,39.77,147.00,0.00,0.00,158.00
2014-05-04,37.07,176.00,0.00,0.00,149.00
2014-05-05,37.26,190.00,0.00,0.00,141.00
2014-05-06,35.55,150.00,0.00,0.00,133.00
2014-05-07,31.44,2.95,0.00,0.00,103.00
2014-05-08,31.45,4.86,0.00,2.55,116.00
2014-05-09,30.54,159.00,0.00,6.32,103.00
2014-05-10,29.88,127.00,0.00,3.03,102.00
2014-05-11,16.93,194.00,0.00,1.01,102.00
2014-05-12,7.73,469.00,0.00,4.46,109.00
2014-05-13,7.70,489.00,0.00,7.27,66.80
2014-05-14,31.17,444.00,0.00,7.45,40.30
2014-05-15,47.19,467.00,0.00,8.20,35.10
2014-05-16,43.08,471.00,0.00,8.36,30.10
2014-05-17,36.47,451.00,0.00,8.56,27.80
2014-05-18,36.26,380.00,0.00,8.80,29.00
2014-05-19,36.24,238.00,0.00,7.95,22.80
2014-05-20,36.57,240.00,0.00,9.47,30.90
2014-05-21,36.68,249.00,0.00,12.40,33.10
2014-05-22,23.68,270.00,0.00,14.60,34.80
2014-05-23,9.28,262.00,0.00,14.40,81.10
2014-05-24,8.35,276.00,0.00,13.70,81.90
2014-05-25,10.23,274.00,0.00,13.70,131.00
2014-05-26,8.62,264.00,0.00,13.80,135.00
2014-05-27,57.03,231.00,0.00,12.70,135.00
2014-05-28,67.94,145.00,0.00,12.50,110.00
2014-05-29,67.35,129.00,0.00,14.60,108.00
2014-05-30,68.45,130.00,0.00,11.50,99.50
2014-05-31,69.14,129.00,0.00,2.87,90.90
2014-06-01,68.70,133.00,0.00,5.79,87.40
2014-06-02,69.40,101.00,0.00,1.57,86.90
2014-06-03,72.21,0.00,0.00,4.04,87.80
2014-06-04,70.60,0.00,0.00,18.90,85.20
2014-06-05,61.81,0.00,0.00,16.20,86.70
2014-06-06,50.80,0.00,0.00,18.80,88.00
2014-06-07,50.72,0.00,0.00,17.90,89.50
2014-06-08,51.05,0.00,0.00,20.10,89.40
2014-06-09,51.34,0.00,0.00,18.30,89.00
2014-06-10,51.24,0.00,0.00,12.10,88.10
2014-06-11,51.35,174.12,0.00,9.47,85.30
2014-06-12,50.94,462.00,0.00,7.90,84.10
2014-06-13,50.64,444.00,0.00,8.15,82.00
2014-06-14,50.54,427.00,0.00,8.77,73.20
2014-06-15,50.24,429.00,0.00,7.97,69.70
2014-06-16,50.24,415.00,0.00,7.90,67.30
2014-06-17,49.65,418.00,0.00,7.59,64.80
2014-06-18,49.59,451.00,0.00,7.18,58.60
2014-06-19,49.37,529.00,0.00,7.50,45.40
2014-06-20,48.60,525.00,0.00,7.95,23.20
2014-06-21,48.33,601.00,0.00,8.12,13.00
2014-06-22,48.32,611.00,0.00,8.64,70.70
2014-06-23,48.31,599.00,0.00,8.80,71.30
2014-06-24,48.51,598.00,10.08,8.83,69.60
2014-06-25,47.99,481.00,18.94,8.75,92.30
2014-06-26,47.27,292.00,18.87,8.77,191.00
2014-06-27,47.56,293.00,18.78,8.83,125.00
2014-06-28,47.46,291.00,18.84,8.85,101.00
2014-06-29,46.96,289.00,19.20,8.80,36.90
2014-06-30,46.76,251.00,20.78,7.47,22.40
2014-07-01,45.30,198.00,21.61,6.16,19.60
2014-07-02,45.20,168.00,21.82,9.60,62.75
2014-07-03,51.13,195.00,22.02,12.60,96.35
2014-07-04,46.14,196.00,22.18,16.00,108.00
2014-07-05,45.34,199.00,22.21,15.50,77.10
2014-07-06,44.76,98.00,16.73,16.60,180.00
2014-07-07,55.67,134.00,13.04,21.80,218.00
2014-07-08,75.01,159.00,13.75,22.00,210.00
2014-07-09,74.22,201.00,14.84,21.40,206.00
2014-07-10,53.95,87.50,14.99,21.10,208.00
2014-07-11,36.63,4.18,14.88,21.00,206.00
2014-07-12,10.14,0.00,14.87,21.00,280.00
2014-07-13,17.15,236.75,15.18,21.00,273.00
2014-07-14,45.84,265.00,17.88,20.90,283.00
2014-07-15,45.65,238.00,25.17,20.70,283.00
2014-07-16,45.19,344.00,24.52,14.10,238.00
2014-07-17,45.08,485.00,22.15,8.59,208.00
2014-07-18,56.61,565.00,21.03,6.00,188.00
2014-07-19,60.51,491.00,23.23,6.00,172.00
2014-07-20,60.14,422.00,18.90,5.97,170.00
2014-07-21,61.13,278.00,13.97,5.88,165.00
2014-07-22,61.31,117.00,15.20,5.84,142.00
2014-07-23,61.11,4.96,16.66,2.19,114.00
2014-07-24,60.87,0.00,16.80,0.00,99.50
2014-07-25,60.71,0.00,16.93,0.00,96.10
2014-07-26,60.89,0.00,16.87,0.00,122.00
2014-07-27,53.07,0.00,16.50,0.00,170.00
2014-07-28,49.14,0.00,16.40,0.00,138.00
2014-07-29,49.82,0.00,16.24,0.00,106.00
2014-07-30,10.18,0.00,13.03,0.00,158.00
2014-07-31,9.98,0.00,8.46,0.00,86.70
2014-08-01,29.50,0.00,7.40,0.00,93.60
2014-08-02,43.90,0.00,3.98,0.00,92.00
2014-08-03,42.23,0.00,6.06,0.00,91.50
2014-08-04,40.41,0.00,7.94,0.00,86.90
2014-08-05,40.41,0.00,8.10,0.00,95.20
2014-08-06,40.20,0.00,11.30,0.00,100.00
2014-08-07,39.80,0.00,15.57,0.00,87.40
2014-08-08,40.16,0.00,16.39,0.00,81.20
2014-08-09,39.43,0.00,16.27,0.00,111.00
2014-08-10,39.03,0.00,16.17,0.00,90.90
2014-08-11,39.27,0.00,15.56,0.00,79.60
2014-08-12,39.24,0.00,17.29,0.00,77.40
2014-08-13,39.24,0.00,19.69,0.00,75.70
2014-08-14,39.05,0.00,19.32,0.00,76.10
2014-08-15,38.41,0.00,18.76,0.00,76.10
2014-08-16,38.31,0.00,19.00,0.00,76.60
2014-08-17,38.01,0.00,17.48,0.00,76.90
2014-08-18,37.81,0.00,19.35,0.00,75.80
2014-08-19,46.61,0.00,13.99,0.00,76.50
2014-08-20,32.91,0.00,11.45,0.00,78.60
2014-08-21,57.31,0.00,12.22,0.00,79.30
2014-08-22,57.31,0.00,12.15,0.00,78.60
2014-08-23,56.27,0.00,12.11,0.00,80.80
2014-08-24,57.29,0.00,12.06,0.00,81.05
2014-08-25,43.58,0.00,12.22,0.00,47.50
2014-08-26,3.60,0.00,11.65,0.00,42.10
2014-08-27,3.84,0.00,11.41,0.00,40.10
2014-08-28,3.68,0.00,11.69,0.00,31.50
2014-08-29,3.46,0.00,13.24,0.00,26.00
2014-08-30,28.76,0.00,12.37,0.00,27.80
2014-08-31,28.69,0.00,11.87,0.00,29.60
2014-09-01,27.00,0.00,12.30,0.00,30.20
2014-09-02,27.00,0.00,10.90,0.00,29.00
2014-09-03,33.97,219.00,11.29,0.00,27.50
2014-09-04,44.49,245.00,12.24,0.00,25.10
2014-09-05,43.25,239.00,12.77,0.00,23.20
2014-09-06,43.62,217.00,12.22,0.00,22.00
2014-09-07,43.18,283.00,12.20,0.00,21.00
2014-09-08,42.72,338.00,11.99,0.00,79.70
2014-09-09,44.51,389.00,12.15,0.00,113.00
2014-09-10,46.26,361.00,12.15,0.00,118.00
2014-09-11,46.16,338.00,12.06,0.00,106.00
2014-09-12,45.90,327.00,12.14,0.00,110.02
2014-09-13,45.53,336.00,11.97,0.00,112.00
2014-09-14,45.84,331.00,11.45,0.00,88.00
2014-09-15,45.89,328.00,11.74,0.00,143.00
2014-09-16,46.18,330.00,12.15,0.00,160.00
2014-09-17,46.50,329.00,13.03,0.00,160.00
2014-09-18,46.52,338.00,9.21,0.00,141.00
2014-09-19,46.47,327.00,5.97,0.00,139.00
2014-09-20,46.83,346.00,9.24,0.00,179.00
2014-09-21,46.60,272.00,12.00,0.00,169.00
2014-09-22,46.68,262.00,11.98,0.00,164.00
2014-09-23,45.65,236.00,11.71,0.00,182.00
2014-09-24,46.04,227.00,11.74,0.00,180.00
2014-09-25,46.67,248.00,11.32,0.00,136.00
2014-09-26,44.70,254.00,11.13,0.00,132.00
2014-09-27,44.00,238.00,10.71,0.00,148.00
2014-09-28,43.10,240.00,10.49,0.00,119.00
2014-09-29,30.10,201.00,10.48,0.00,123.00
2014-09-30,4.40,261.00,10.50,0.00,176.00
2014-10-01,4.24,312.00,4.42,0.00,172.00
2014-10-02,4.01,294.00,1.74,0.00,174.00
2014-10-03,4.01,304.00,1.63,0.00,163.00
2014-10-04,3.89,280.00,2.39,0.00,138.00
2014-10-05,3.75,291.00,3.15,0.00,101.00
2014-10-06,2.32,290.00,3.24,0.00,105.00
2014-10-07,0.14,282.00,3.22,0.00,95.40
2014-10-08,0.14,287.00,3.02,0.00,164.00
2014-10-09,0.00,299.00,3.69,0.00,208.00
2014-10-10,0.00,303.00,3.89,0.00,216.00
2014-10-11,0.00,353.00,3.94,0.00,208.00
2014-10-12,0.00,278.00,3.76,0.00,170.00
2014-10-13,0.00,275.00,3.62,0.00,198.00
2014-10-14,0.00,289.00,3.71,0.00,222.00
2014-10-15,0.00,295.00,2.86,0.00,230.00
2014-10-16,0.00,300.00,1.10,0.00,257.00
2014-10-17,0.00,291.00,0.93,0.00,258.00
2014-10-18,0.00,294.00,0.84,0.00,250.00
2014-10-19,0.00,286.00,0.00,0.00,244.00
2014-10-20,0.00,284.00,0.00,0.00,246.00
2014-10-21,0.00,296.00,0.00,0.00,246.00
2014-10-22,0.00,313.00,0.00,0.00,248.00
2014-10-23,0.00,306.00,0.00,0.00,250.00
2014-10-24,0.00,298.00,0.00,0.00,231.00
2014-10-25,0.00,291.00,0.00,0.00,202.00
2014-10-26,0.00,290.00,0.00,0.00,183.00
2014-10-27,0.00,303.00,0.00,0.00,125.00
2014-10-28,0.00,307.00,0.00,0.00,85.90
2014-10-29,0.00,312.00,0.00,0.00,76.20
2014-10-30,0.00,296.00,0.00,0.00,65.70
2014-10-31,0.00,223.00,0.00,0.00,71.30
2014-11-01,0.00,221.04,0.00,0.00,81.20
2014-11-02,0.00,216.80,0.00,0.00,85.60
2014-11-03,0.00,208.18,0.00,0.00,88.70
2014-11-04,0.00,238.18,0.00,0.00,62.60
2014-11-05,0.00,227.43,0.00,0.00,40.20
2014-11-06,0.00,222.08,0.00,0.00,34.80
2014-11-07,0.00,221.03,0.00,0.00,34.50
2014-11-08,0.00,234.84,0.00,0.00,31.20
2014-11-09,0.00,258.59,0.00,0.00,46.70
2014-11-10,0.00,271.55,0.00,0.00,67.50
2014-11-11,0.00,318.43,0.00,0.00,25.20
2014-11-12,0.00,297.04,0.00,0.00,25.10
2014-11-13,0.00,310.21,0.00,0.00,24.20
2014-11-14,0.00,288.07,0.00,0.00,22.60
2014-11-15,0.00,270.85,0.00,0.00,22.60
2014-11-16,0.00,276.01,0.00,0.00,21.70
2014-11-17,0.00,270.13,0.00,0.00,20.80
2014-11-18,0.00,237.59,0.00,0.00,21.00
2014-11-19,0.00,196.96,0.00,0.00,21.30
2014-11-20,0.00,167.72,0.00,0.00,21.30
2014-11-21,0.00,165.52,0.00,0.00,21.30
2014-11-22,0.00,163.34,0.00,0.00,21.30
2014-11-23,0.00,160.07,0.00,0.00,21.30
2014-11-24,0.00,156.83,0.00,0.00,21.30
2014-11-25,0.00,164.73,0.00,0.00,21.30
2014-11-26,0.00,161.80,0.00,0.00,21.30
2014-11-27,0.00,158.56,0.00,0.00,21.30
2014-11-28,0.00,158.56,0.00,0.00,21.30
2014-11-29,0.00,156.29,0.00,0.00,21.30
2014-11-30,0.00,145.50,0.00,0.00,21.30
2014-12-01,0.00,138.13,0.00,0.00,21.30
2014-12-02,0.00,159.56,0.00,0.00,21.30
2014-12-03,0.00,157.46,0.00,0.00,21.30
2014-12-04,0.00,160.68,0.00,0.00,21.30
2014-12-05,0.00,157.41,0.00,0.00,21.30
2014-12-06,0.00,155.19,0.00,0.00,21.30
2014-12-07,0.00,156.29,0.00,0.00,21.30
2014-12-08,0.00,171.71,0.00,0.00,21.30
2014-12-09,0.00,261.05,0.00,0.00,21.30
2014-12-10,0.00,306.36,0.00,0.00,21.30
2014-12-11,0.00,273.32,0.00,0.00,21.30
2014-12-12,0.00,282.32,0.00,0.00,21.30
2014-12-13,0.00,281.70,0.00,0.00,21.30
2014-12-14,0.00,282.19,0.00,0.00,21.30
2014-12-15,0.00,184.41,0.00,0.00,21.30
2014-12-16,0.00,34.75,0.00,0.00,21.30
2014-12-17,0.00,0.00,0.00,0.00,21.30
2014-12-18,0.00,0.00,0.00,0.00,21.30
2014-12-19,0.00,0.00,0.00,0.00,21.30
2014-12-20,0.00,0.00,0.00,0.00,21.30
2014-12-21,0.00,0.00,0.00,0.00,21.30
2014-12-22,0.00,0.00,0.00,0.00,21.30
2014-12-23,0.00,0.00,0.00,0.00,21.30
2014-12-24,0.00,0.00,0.00,0.00,21.30
2014-12-25,0.00,0.00,0.00,0.00,21.30
2014-12-26,0.00,0.00,0.00,0.00,21.30
2014-12-27,0.00,0.00,0.00,0.00,20.70
2014-12-28,0.00,0.00,0.00,0.00,20.00
2014-12-29,0.00,0.00,0.00,0.00,19.90
2014-12-30,0.00,0.00,0.00,0.00,20.50
2014-12-31,0.00,0.00,0.00,0.00,20.50
2015-01-01,0.00,0.00,0.00,0.00,21.00
2015-01-02,0.00,0.00,0.00,0.00,21.30
2015-01-03,0.00,0.00,0.00,0.00,22.00
2015-01-04,0.00,0.00,0.00,0.00,22.50
2015-01-05,0.00,0.00,0.00,0.00,23.90
2015-01-06,0.00,0.00,0.00,0.00,24.40
2015-01-07,0.00,0.00,0.00,0.00,24.80
2015-01-08,0.00,0.00,0.00,0.00,25.20
2015-01-09,0.00,0.00,0.00,0.00,25.20
2015-01-10,0.00,0.00,0.00,0.00,25.20
2015-01-11,0.00,0.00,0.00,0.00,25.20
2015-01-12,0.00,0.00,0.00,0.00,25.20
2015-01-13,0.00,0.00,0.00,0.00,25.20
2015-01-14,0.00,0.00,0.00,0.00,25.10
2015-01-15,0.00,0.00,0.00,0.00,24.40
2015-01-16,0.00,0.00,0.00,0.00,24.10
2015-01-17,0.00,0.00,0.00,0.00,23.40
2015-01-18,0.00,0.00,0.00,0.00,22.70
2015-01-19,0.00,0.00,0.00,0.00,20.90
2015-01-20,0.00,0.00,0.00,0.00,20.50
2015-01-21,0.00,0.00,0.00,0.00,20.50
2015-01-22,0.00,0.00,0.00,0.00,20.50
2015-01-23,0.00,0.00,0.00,0.00,20.50
2015-01-24,0.00,0.00,0.00,0.00,20.50
2015-01-25,0.00,0.00,0.00,0.00,20.50
2015-01-26,0.00,0.00,0.00,0.00,20.50
2015-01-27,0.00,0.00,0.00,0.00,14.30
2015-01-28,0.00,0.00,0.00,0.00,6.28
2015-01-29,0.00,0.00,0.00,0.00,6.28
2015-01-30,0.00,0.00,0.00,0.00,6.28
2015-01-31,0.00,0.00,0.00,0.00,6.28
2015-02-01,0.00,0.00,0.00,0.00,6.28
2015-02-02,0.00,0.00,0.00,0.00,6.28
2015-02-03,0.00,0.00,0.00,0.00,6.28
2015-02-04,0.00,0.00,0.00,0.00,6.28
2015-02-05,0.00,0.00,0.00,0.00,6.21
2015-02-06,0.00,226.54,0.00,0.00,6.28
2015-02-07,0.00,268.90,0.00,0.00,6.28
2015-02-08,0.00,215.98,0.00,0.00,6.24
2015-02-09,0.00,188.53,0.00,0.00,5.91
2015-02-10,0.00,252.47,0.00,0.00,8.12
2015-02-11,0.00,273.86,0.00,0.00,9.38
2015-02-12,0.00,303.86,0.00,0.00,16.80
2015-02-13,0.00,356.47,0.00,0.00,16.40
2015-02-14,0.00,345.68,0.00,0.00,13.90
2015-02-15,0.00,318.99,0.00,0.00,12.70
2015-02-16,0.00,303.61,0.00,0.00,11.50
2015-02-17,0.00,298.08,0.00,0.00,10.10
2015-02-18,0.00,313.29,0.00,0.00,8.12
2015-02-19,0.00,314.07,0.00,0.00,7.66
