WDID,Structure_Name,Structure Name AKAs,CIU_Code,Structure_Type,Water_Source,GNIS_ID,Stream_Mile,Associated Case Numbers,Associated Permits,Associated Meters,Contacts,User Assocation,POR Start,POR End,Div,WD,County,Designated Basin,Management District,Q10,Q40,Q160,Section,Township,Range,PM,Distance E/W,Direction E/W,Distance N/S,Direction N/S,UTM x,UTM y,Latitude,Longitude,Modified,More_Information
6400847,SMYTH DIVR PT 1 DITCH,,Active structure but diversion records are not maintained (U),DITCH,SOUTH PLATTE RIVER,00201759,40.27,81CW0363,,,"OMH  O'NEAL,MONHEISER, HORNER LLC (HORNER, JAMES)",,,,1,64,LOGAN,,,SE,SW,SE,5,10.0 N,49.0 W,S,,,,,681024,4526039,40.865426,-102.851991,3/2/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6400847
6400848,SMYTH DIVR PT 2 DITCH,,Active structure but diversion records are not maintained (U),DITCH,SOUTH PLATTE RIVER,00201759,40.28,81CW0363,,,"OMH  O'NEAL,MONHEISER, HORNER LLC (HORNER, JAMES)",,,,1,64,LOGAN,,,SW,SW,SE,5,10.0 N,49.0 W,S,,,,,680819.9,4526030.5,40.865395,-102.854413,3/2/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6400848
6400849,SMYTH SEC 5 DITCH,,Active Structure with contemporary diversion records (A),DITCH,KNOWLES SPRING RUN,00640001,0,"06CW0296, 12CW0290, 81CW0363, W7744",,,"OMH  O'NEAL,MONHEISER, HORNER LLC (HORNER, JAMES)",,11/30/2008,10/31/2009,1,64,LOGAN,,,,SW,NE,5,10.0 N,49.0 W,S,,,,,680752,4527127,40.875287,-102.854909,10/17/2008 21:16,https://dnrweb.state.co.us/CDSS/Structures/Details/6400849
6400852,STERLING IRR CO D 1,,Active structure but diversion records are not maintained (U),DITCH,SOUTH PLATTE RIVER,00201759,75.57,"11CW0263, W0491",,,"ROTHE, LEE",,,,1,64,LOGAN,,,SE,SE,NE,26,7.0 N,53.0 W,S,,,,,647602,4489802,40.545833,-103.256907,9/20/2005 13:24,https://dnrweb.state.co.us/CDSS/Structures/Details/6400852
6400855,T GIACOMINI RANCH STKWTR,,Active Structure with contemporary diversion records (A),DITCH,SOUTH PLATTE RIVER,00201759,58.68,81CW0455,,,"T GIACOMINI RANCH INC (GIACOMINI, TOM)",,,,1,64,LOGAN,,,NW,NW,NW,22,9.0 N,52.0 W,S,,,,,654499,4512057.6,40.74497,-103.170029,2/22/2011 12:19,https://dnrweb.state.co.us/CDSS/Structures/Details/6400855
6400856,TODENHOFT SEEP DITCH,,Active Structure with contemporary diversion records (A),DITCH,CEDAR CREEK,00171135,11.61,W0473,,,"CUCAROLA, GREG",,,,1,64,LOGAN,,,NW,NE,NW,20,9.0 N,52.0 W,S,,,,,651672.1,4511981.6,40.744812,-103.203515,2/22/2011 12:19,https://dnrweb.state.co.us/CDSS/Structures/Details/6400856
6400859,YOUNGLUND DITCH 1,,Active Structure with contemporary diversion records (A),DITCH,SPRING CREEK,00182741,33.21,W5872,,,"SNEAD, ARDITH S.",,,,1,64,WELD,,,NE,NW,NE,31,11.0 N,57.0 W,S,,,,,601860.1,4527129.9,40.88892,-103.790884,2/22/2011 12:20,https://dnrweb.state.co.us/CDSS/Structures/Details/6400859
6400862,HERBRICK DITCH,,Active Structure with contemporary diversion records (A),DITCH,SOUTH PLATTE RIVER,00201759,52.62,79CW0221,,,"GRAUBERGER, BRIAN & JENNIFER",,,,1,64,LOGAN,,,NW,SE,SE,20,10.0 N,51.0 W,S,,,,,661950.3,4520735.3,40.821667,-103.079568,2/22/2011 12:21,https://dnrweb.state.co.us/CDSS/Structures/Details/6400862
6400864,ROCK SPRING DITCH,,Active Structure with contemporary diversion records (A),DITCH,SOUTH PLATTE RIVER,00201759,40.27,W7250,,,"THREE K'S, LLC (KAISER, STEVE)",,5/31/2011,8/31/2015,1,64,LOGAN,,,SW,NW,NW,4,10.0 N,49.0 W,S,,,,,681608.2,4527280.5,40.876473,-102.844701,2/22/2011 12:22,https://dnrweb.state.co.us/CDSS/Structures/Details/6400864
6400866,CORRAL CREEK DIVR 1,,Non-existent structure with no contemporary or historical record (N),DITCH,CORRAL CREEK,00171008,1.19,03CW0208,,,"LOWER LOGAN WELL USERS INC (STROMBERGER, BRAD)",,,,1,64,LOGAN,,,,SE,NE,15,10.0 N,50.0 W,S,,,,,674834,4523366,40.842707,-102.926144,2/25/2005 14:47,https://dnrweb.state.co.us/CDSS/Structures/Details/6400866
6400867,CORRAL CREEK DIVR 2,,Non-existent structure with no contemporary or historical record (N),DITCH,CORRAL CREEK,00171008,1.9,03CW0208,,,"LOWER LOGAN WELL USERS INC (STROMBERGER, BRAD)",,,,1,64,LOGAN,,,,SW,SW,10,10.0 N,50.0 W,S,,,,,673745,4524020,40.848826,-102.938872,3/8/2006 8:47,https://dnrweb.state.co.us/CDSS/Structures/Details/6400867
6400868,CORRAL CR DIVR 3 AT POWELL D,,Non-existent structure with no contemporary or historical record (N),DITCH,CORRAL CREEK,00171008,0.61,03CW0208,,,"LOWER LOGAN WELL USERS INC (STROMBERGER, BRAD)",,,,1,64,LOGAN,,,,SW,SW,14,10.0 N,50.0 W,S,,,,,675383.3,4522663.5,40.836265,-102.919831,3/8/2006 8:46,https://dnrweb.state.co.us/CDSS/Structures/Details/6400868
6400869,HARMONY D 2 SPRING CANYON 1,,Non-existent structure with no contemporary or historical record (N),DITCH,SPRING CANYON,00182661,0.34,03CW0208,,,"LOWER LOGAN WELL USERS INC (STROMBERGER, BRAD)",,,,1,64,LOGAN,,,,NE,SE,7,10.0 N,49.0 W,S,,,,,679736.9,4524875,40.855231,-102.867589,2/25/2005 14:51,https://dnrweb.state.co.us/CDSS/Structures/Details/6400869
6400870,RAMSEY DRAW DIVR,,Non-existent structure with no contemporary or historical record (N),DITCH,RAMSEY DRAW,00182663,1.17,03CW0208,,,"LOWER LOGAN WELL USERS INC (STROMBERGER, BRAD)",,,,1,64,LOGAN,,,,SE,NW,12,10.0 N,50.0 W,S,,,,,677304.4,4525161,40.858335,-102.896348,6/23/2010 12:06,https://dnrweb.state.co.us/CDSS/Structures/Details/6400870
6400871,UNNAMED DRAW DIVR,,Non-existent structure with no contemporary or historical record (N),DITCH,SOUTH PLATTE RIVER,00201759,45.55,03CW0208,,,"LOWER LOGAN WELL USERS INC (STROMBERGER, BRAD)",,,,1,64,LOGAN,,,,NW,NE,22,10.0 N,50.0 W,S,,,,,674390,4522399,40.834096,-102.931679,2/25/2005 15:15,https://dnrweb.state.co.us/CDSS/Structures/Details/6400871
6400872,POWELL D SKINNER DRAW DIVR,,Non-existent structure with no contemporary or historical record (N),DITCH,SKINNER DRAW,00182662,0.72,03CW0208,,,"LOWER LOGAN WELL USERS INC (STROMBERGER, BRAD)",,,,1,64,LOGAN,,,,SE,SW,21,10.0 N,50.0 W,S,,,,,672601.1,4520912,40.821087,-102.953294,2/25/2005 15:08,https://dnrweb.state.co.us/CDSS/Structures/Details/6400872
6400905,ILIFF PV SEVENMILE CR DIVR,,Non-existent structure with no contemporary or historical record (N),DITCH,SEVENMILE CREEK,00171132,0.02,03CW0208,,,"LOWER LOGAN WELL USERS INC (STROMBERGER, BRAD)",,,,1,64,LOGAN,,,,SE,SW,18,9.0 N,51.0 W,S,,,,,659954,4512580,40.748631,-103.105316,4/22/2005 14:32,https://dnrweb.state.co.us/CDSS/Structures/Details/6400905
6400906,ILIFF PV TAP DRAW DIVR,,Non-existent structure with no contemporary or historical record (N),DITCH,TAP DRAW,00640007,0.03,03CW0208,,,"LOWER LOGAN WELL USERS INC (STROMBERGER, BRAD)",,,,1,64,LOGAN,,,,NW,NE,8,9.0 N,51.0 W,S,,,,,661831.6,4515366.5,40.773352,-103.082367,4/22/2005 14:32,https://dnrweb.state.co.us/CDSS/Structures/Details/6400906
6400907,ILIFF PV KORREY DRAW DIVR,,Non-existent structure with no contemporary or historical record (N),DITCH,KORREY DRAW,00640006,0,03CW0208,,,"LOWER LOGAN WELL USERS INC (STROMBERGER, BRAD)",,,,1,64,LOGAN,,,,NE,NE,8,9.0 N,51.0 W,S,,,,,662234.3,4515375.5,40.773354,-103.077595,4/22/2005 14:33,https://dnrweb.state.co.us/CDSS/Structures/Details/6400907
6400908,ILIFF PV LEWIS CR DIVR,,Non-existent structure with no contemporary or historical record (N),DITCH,LEWIS CREEK,00171011,4.23,03CW0208,,,"LOWER LOGAN WELL USERS INC (STROMBERGER, BRAD)",,,,1,64,LOGAN,,,,SE,NW,35,10.0 N,51.0 W,S,,,,,666280,4518381,40.799605,-103.028882,4/22/2005 14:34,https://dnrweb.state.co.us/CDSS/Structures/Details/6400908
6400909,ILIFF PV SCHUPPE DRAW DIVR,,Non-existent structure with no contemporary or historical record (N),DITCH,SCHUPPE DRAW,00640008,0.05,03CW0208,,,"LOWER LOGAN WELL USERS INC (STROMBERGER, BRAD)",,,,1,64,LOGAN,,,,SW,NE,30,10.0 N,50.0 W,S,,,,,669803.1,4520016.5,40.813608,-102.986697,4/22/2005 14:35,https://dnrweb.state.co.us/CDSS/Structures/Details/6400909
6400910,ILIFF PV SIMPSON DRAW DIVR,,Non-existent structure with no contemporary or historical record (N),DITCH,SIMPSONS DRAW,00182713,0,03CW0208,,,"LOWER LOGAN WELL USERS INC (STROMBERGER, BRAD)",,,,1,64,LOGAN,,,,SE,NE,30,10.0 N,50.0 W,S,,,,,670206.6,4520032,40.813664,-102.981912,4/22/2005 14:36,https://dnrweb.state.co.us/CDSS/Structures/Details/6400910
6403794,TEW RES OUTLET D 1 & 2,,Active Structure with contemporary diversion records (A),DITCH,SOUTH PLATTE RIVER,00201759,60.24,CA0944,,,"HARLEY FARMS - ROBERT HARLEY ESTATE (HARLEY, JAMES H.); MANUELLO, GENE",,10/31/1973,10/31/2012,1,64,LOGAN,,,NW,SW,NW,33,9.0 N,52.0 W,S,,,,,653008.5,4508367,40.712018,-103.188576,12/27/1994 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6403794
6403911,"DUPE WDID, SEE 6400600",,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,TWOMILE CREEK,00171139,,,,,,,10/31/1973,10/31/1973,1,64,WELD,,,,,,,10.0 N,55.0 W,S,,,,,,,,,6/1/2018 11:21,https://dnrweb.state.co.us/CDSS/Structures/Details/6403911
6404101,ILIFF PLATTE VALLEY RES,,Non-existent structure with no contemporary or historical record (N),DITCH,SOUTH PLATTE RIVER,00201759,54.97,"91CW0121, CA0547",,,"ILIFF PLATTE VALLEY DITCH COMPANY (STIEB, LEO)",,,,1,64,LOGAN,,,,,,35,9.0 N,51.0 W,S,,,,,666727.7,4508395.8,40.709615,-103.026239,3/2/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6404101
6499999,SOUTH PLATTE RIVER COMPACT,,Active structure but diversion records are not maintained (U),DITCH,SOUTH PLATTE RIVER,00201759,2.61,4/27/1923,,,NO INFORMATION,,,,1,64,SEDGWICK,,,NW,NW,NW,34,12.0 N,44.0 W,S,,,,,731600,4540470,40.982546,-102.247062,5/10/2005 15:06,https://dnrweb.state.co.us/CDSS/Structures/Details/6499999
6500500,BAR ELEVEN NO 2 DITCH,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,NORTH FORK REPUBLICAN RIVER,00183028,33.6,"02CW0374, 84CW0131, CA0872",,,MILLER & COLO DOW,,5/10/1952,7/31/2009,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,NW,NE,NW,19,1.0 N,44.0 W,S,,,,,727327.4,4436217.1,40.045565,-102.335225,12/16/2010 13:27,https://dnrweb.state.co.us/CDSS/Structures/Details/6500500
6500501,BAR ELEVEN NO 4 DITCH,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,NORTH FORK REPUBLICAN RIVER,00183028,26.91,"CA0872, W7687",,,"S , LAMMEY",,4/25/1950,9/22/1991,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,NE,SE,SW,9,1.0 N,44.0 W,S,,,,,730677.5,4438298.1,40.063384,-102.295255,1/10/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500501
6500502,C B Q RR CO D PL,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,NORTH FORK REPUBLICAN RIVER,00183028,17.86,"84CW0370, CA0872",,,NO INFORMATION,,,,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,SW,NE,SE,1,1.0 N,44.0 W,S,,,,,736093.6,4440283.2,40.079749,-102.231095,10/3/1991 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500502
6500503,CARROLL GILMORE DITCH,,Active Structure with contemporary diversion records (A),DITCH,CHIEF CREEK,00183029,1.88,"02CW0374, 80CW0280, CA0872",,,COLORADO DIVISION OF PARKS & WILDLIFE,,4/17/1987,10/31/2017,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,NE,NE,SW,34,2.0 N,44.0 W,S,3066,E,2665,N,732163.3,4442073.5,40.096953,-102.276497,2/19/2018 6:59,https://dnrweb.state.co.us/CDSS/Structures/Details/6500503
6500504,CHIEF CREEK DITCH,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,CHIEF CREEK,00183029,1.89,"03CW0009, CA0872",,,"RENZELMAN, FLOYD",,4/25/1950,5/19/2001,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,NE,NW,NW,3,1.0 N,44.0 W,S,,,,,731820.7,4441163.7,40.088859,-102.280838,3/22/2005 10:21,https://dnrweb.state.co.us/CDSS/Structures/Details/6500504
6500505,F D JOHNSON DITCH,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,NORTH FORK REPUBLICAN RIVER,00183028,17.48,"84CW0204, CA0872",,,"ARCHER, LECT W.",,4/29/1950,5/20/1950,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,SE,NW,SW,6,1.0 N,43.0 W,S,,,,,736692.6,4440300.7,40.079738,-102.224071,3/3/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500505
6500507,HAYES CREEK DITCH,,Active Structure with contemporary diversion records (A),DITCH,HAYES CREEK,00183033,1.14,CA0872,,,"TRACY, REX",,5/7/1952,9/24/2017,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,,NW,SW,32,2.0 N,43.0 W,S,,,,,738155.9,4442045.2,40.095024,-102.206287,2/19/2018 6:59,https://dnrweb.state.co.us/CDSS/Structures/Details/6500507
6500508,HAYES CREEK DITCH 3,,Active Structure with contemporary diversion records (A),DITCH,HAYES CREEK,00183033,0.24,CA0872,,,"ARCHER, JUANITA",,5/5/1951,10/26/2006,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,NW,NW,NE,4,1.0 N,43.0 W,S,,,,,740497.4,4441405.2,40.0886,-102.179089,2/19/2018 7:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500508
6500509,HOLY JOE RES CANAL,,Active Structure with contemporary diversion records (A),DITCH,HOLY JOE CREEK,00183035,0.79,CA0872,,,"QUIGGLE, DEAN",,4/15/1950,4/16/2007,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,,NE,SW,31,2.0 N,43.0 W,S,,,,,736949.8,4441999.2,40.094951,-102.220436,2/19/2018 7:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500509
6500510,LAIRD DITCH,,Active Structure with contemporary diversion records (A),DITCH,NORTH FORK REPUBLICAN RIVER,00183028,10.86,"09CW0027, 14CW3135, CA0872",,,"JAY, JOE",,4/22/1950,6/5/2008,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,,NE,NW,3,1.0 N,43.0 W,S,,,,,741987,4441296,40.087188,-102.16168,2/19/2018 7:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500510
6500511,O'DONNELL DITCH,,Active Structure with contemporary diversion records (A),DITCH,NORTH FORK REPUBLICAN RIVER,00183028,16.63,"14CW3135, CA0872, W8026",,,"MATNEY, STAN",,4/22/1950,6/30/2008,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,NE,SW,NE,6,1.0 N,43.0 W,S,1522,E,3280,S,737508.9,4440838,40.086235,-102.21431,2/19/2018 7:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500511
6500512,OLIVE CREEK DITCH,,Active Structure with contemporary diversion records (A),DITCH,OLIVE CREEK,00183039,0.5,CA0872,,,"RENZELMAN, FLOYD",,11/1/1980,5/10/2002,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,SE,NW,SE,5,1.0 N,43.0 W,S,,,,,739085.9,4440384.2,40.079814,-102.196004,2/19/2018 7:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500512
6500513,PIERCE MILLER DITCH,,Active Structure with contemporary diversion records (A),DITCH,NORTH FORK REPUBLICAN RIVER,00183028,4.92,"85CW0246, CA0872",,,"CURE LAND, NORTHERN DISTRICT 65)",,5/10/1952,9/10/1960,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,NW,SE,SE,6,1.0 N,42.0 W,S,,,,,747426.6,4440487.7,40.078337,-102.098261,2/19/2018 7:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500513
6500514,PYLE CUNNINGHAM DITCH,,"Inactive structure which physically exist, but no diversion records are maintained (I)",DITCH,NORTH FORK REPUBLICAN RIVER,00183028,33.6,"80CW0109, CA0872",,,"GOODMAN, SEWARD AND",,5/11/1963,9/17/1990,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,NW,NE,NW,19,1.0 N,44.0 W,S,,,,,727327.4,4436217.1,40.045565,-102.335225,12/20/1991 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500514
6500515,RUSH CREEK DITCH 1,,Active Structure with contemporary diversion records (A),DITCH,RUSH CREEK,00183041,4.38,CA0872,,,CARIBOU LAND & CATTLE CO,,10/5/1969,3/18/2012,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,SE,NW,NW,5,2.0 N,42.0 W,S,,,,,747646.8,4451186.9,40.174543,-102.091578,2/19/2018 7:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500515
6500516,RUSH CREEK DITCH 2,,Active structure but diversion records are not maintained (U),DITCH,RUSH CREEK,00183041,1.79,CA0872,,,"NOFFSINGER, WARREN",,5/26/1986,10/31/2012,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,SE,SE,NW,32,2.0 N,42.0 W,S,,,,,748356.6,4442759.2,40.098502,-102.086495,3/7/2014 14:40,https://dnrweb.state.co.us/CDSS/Structures/Details/6500516
6500517,WRAY DITCH,,Active Structure with contemporary diversion records (A),DITCH,NORTH FORK REPUBLICAN RIVER,00183028,21.66,CA0872,,,"BARNETT, MARION",,4/25/1950,9/20/2015,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,NE,NW,NW,11,1.0 N,44.0 W,S,,,,,733473.4,4439602.6,40.074354,-102.262037,2/19/2018 7:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500517
6500518,WRAY MILL RACE,,"Inactive structure which physically exist, but no diversion records are maintained (I)",DITCH,NORTH FORK REPUBLICAN RIVER,00183028,17.53,"11CW0263, CA0872",,,"SHAFER, STAN",,4/22/1950,10/31/1952,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,SE,NW,SW,6,1.0 N,43.0 W,S,730,W,1384,S,736623.1,4440227.5,40.079099,-102.224912,3/3/1989 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500518
6500519,YOUNT IRR DITCH,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,ARIKAREE RIVER,00835484,22.95,"81CW0239, CA0872, W7686, W7764",,,"YOUNT, VIRGIL",,,,1,65,YUMA,NORTHERN HIGH PLAINS,ARIKAREE,SW,NE,NW,9,3.0 S,44.0 W,S,,,,,730322.5,4410691.9,39.815028,-102.309169,9/10/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500519
6500520,PIONEER DITCH (HEAD),"FKA WDID 6500506, HAIGLER LAND & CANAL CO DITCH, PIOHDGCO",Active Structure with contemporary diversion records (A),DITCH,NORTH FORK REPUBLICAN RIVER,00183028,8.52,"14CW3135, CA0872",,,"STERNER, DAVE",,4/22/1950,10/31/2017,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,,SE,NE,2,1.0 N,43.0 W,S,,,,,744058,4441144,40.085227,-102.137472,2/19/2018 7:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500520
6500521,PIONEER D (STATE LINE),PIOSTLCO,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,NORTH FORK REPUBLICAN RIVER,00183028,0,,,,"STERNER, DAVE",,5/3/1966,10/23/1986,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,,SE,NE,15,1.0 N,42.0 W,S,,,,,751343.7,4438237.6,40.056932,-102.053251,10/3/1991 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500521
6500522,SHIELDS DITCH,,"Inactive structure which physically exist, but no diversion records are maintained (I)",DITCH,ARIKAREE RIVER,00835484,29.46,"CA0872, W0279",,,"MULLIN TESTAMENTARY TRUST C/O BILLE NELL PONISH, JACK; ZION, LARRY",,6/20/1954,10/10/1960,1,65,YUMA,NORTHERN HIGH PLAINS,ARIKAREE,NE,SE,SW,26,3.0 S,45.0 W,S,,,,,724409.2,4404664.8,39.762361,-102.380244,3/3/1989 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500522
6500523,ROSENKRANS DITCH,,Active structure but diversion records are not maintained (U),DITCH,DRY WILLOW CREEK,00183070,2.22,CA0872,,,"JONES, ROBERT",,6/1/1955,7/15/1982,1,65,YUMA,NORTHERN HIGH PLAINS,ARIKAREE,,SE,NW,29,1.0 S,42.0 W,S,,,,,747454.9,4425498.9,39.943456,-102.10364,2/17/1988 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500523
6500528,JONES DITCH,,Active structure but diversion records are not maintained (U),DITCH,HAYES CREEK,00183033,0.14,"11CW0263, W7974",,,"BANNISTER, RICHARD",,,,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,NE,NE,SE,16,1.0 S,42.0 W,S,653,E,2413,S,749687.8,4428517.5,39.969962,-102.07638,2/17/1988 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500528
6500529,STRANGEWAYS DIVERSION,,Active Structure with contemporary diversion records (A),DITCH,ARIKAREE RIVER,00835484,14.96,97CW0358,,,"STRANGWAYS, WILLIAM & DARLENE",,,,1,65,YUMA,NORTHERN HIGH PLAINS,ARIKAREE,SW,SW,NW,28,2.0 S,43.0 W,S,200,W,2100,N,739323.6,4415559,39.856343,-102.202348,2/19/2018 7:01,https://dnrweb.state.co.us/CDSS/Structures/Details/6500529
6500551,RED WILLOW CREEK DITCH,,Active structure but diversion records are not maintained (U),DITCH,DRY WILLOW CREEK,00183070,7.73,W0104,,,NO INFORMATION,,,,1,65,YUMA,NORTHERN HIGH PLAINS,W - Y,,SE,NE,7,4.0 N,46.0 W,S,,,,,708183.2,4467347.5,40.330721,-102.549365,2/17/1988 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500551
6500554,WRAY-2 DITCH/PL,,Non-existent structure with no contemporary or historical record (N),DITCH,NORTH FORK REPUBLICAN RIVER,00183028,31.6,"02CW0374, 84CW0131",,,NO INFORMATION,,,,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,,NW,NE,18,1.0 N,44.0 W,S,,,,,727768.4,4437750.1,40.059243,-102.329522,3/14/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500554
6500555,RENZELMAN ARICKAREE DIVR,,Active structure but diversion records are not maintained (U),DITCH,ARIKAREE RIVER,00835484,13.01,96CW0332,,,"RENZELMAN, ALFRED W.",,,,1,65,YUMA,NORTHERN HIGH PLAINS,ARIKAREE,NW,SE,NW,22,2.0 S,43.0 W,S,,,,,741272.9,4417373.4,39.872119,-102.178918,3/6/1998 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6500555
6500584,BENNETT DIVERSION,,Active structure but diversion records are not maintained (U),DITCH,PATENT CREEK,00182890,0,12CW0011,,,"BENNETT, MICHAEL  J.",,,,1,65,YUMA,NORTHERN HIGH PLAINS,SAND HILLS,SE,NE,NW,15,5.0 N,45.0 W,S,2339,W,709,N,723229,4476404,40.40834,-102.369255,5/15/2014 11:31,https://dnrweb.state.co.us/CDSS/Structures/Details/6500584
6501526,DODGE PROJECT 2 DIVERSION,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,PATENT CREEK,00182890,1.05,99CW0182,,,DODGE FARMS,,,,1,65,YUMA,NORTHERN HIGH PLAINS,SAND HILLS,SW,SW,SW,4,5.0 N,45.0 W,S,60,W,60,S,720832.4,4478198,40.425126,-102.396848,2/21/2014 12:56,https://dnrweb.state.co.us/CDSS/Structures/Details/6501526
6501612,LINDSEY STOCK DIVR SPRG,,Active structure but diversion records are not maintained (U),DITCH,ARIKAREE RIVER,00835484,0.9,83CW0048,,,"LINDSEY, KENNETH",,,,1,65,YUMA,NORTHERN HIGH PLAINS,CENTRAL YUMA,,,SE,30,2.0 N,44.0 W,S,,,,,727788.3,4443205.7,40.108337,-102.327368,3/23/1989 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/6501612
6505720,SHIELDS DITCH WELL W0279,,Active structure but diversion records are not maintained (U),DITCH,ARIKAREE RIVER,00835484,,,,,"MULLIN TESTAMENTARY TRUST C/O BILLE NELL PONISH, JACK; ZION, LARRY",,,,1,65,YUMA,,,,,,,3.0 S,45.0 W,S,,,,,,,,,10/21/2010 16:32,https://dnrweb.state.co.us/CDSS/Structures/Details/6505720
7600500,SAND CREEK DITCH,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,SAND CREEK,00171238,8.56,CA1885,,,CHIMNEY ROCK GRAZING ASSOC,,5/17/1996,7/1/2010,1,76,LARIMER,,,NW,SE,SE,10,11.0 N,75.0 W,S,,,,,433896.4,4531468.8,40.931672,-105.785184,5/9/2017 7:39,https://dnrweb.state.co.us/CDSS/Structures/Details/7600500
7600501,SEEPAGE DITCH 2,,Active structure but diversion records are not maintained (U),DITCH,SAND CREEK,00171238,6.12,CA1885,,,CHIMNEY ROCK GRAZING ASSOC,,,,1,76,LARIMER,,,SW,NW,SE,35,12.0 N,75.0 W,S,,,,,435227.5,4534900.8,40.962692,-105.769733,1/8/2002 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/7600501
7600502,SPRING CREEK DITCH 1,FKA WDID 4800503,Active structure but diversion records are not maintained (U),DITCH,SAND CREEK,00171238,0.3,CA1885,,,CHIMNEY ROCK GRAZING ASSOC,,,,1,76,LARIMER,,,NW,SE,NW,26,12.0 N,75.0 W,S,,,,,434866.3,4537143.8,40.982867,-105.774261,1/8/2002 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/7600502
7600503,JOHN GOETZ DITCH 1,,Active structure but diversion records are not maintained (U),DITCH,SAND CREEK,00171238,0,CA2725,,,CHIMNEY ROCK GRAZING ASSOC,,,,1,76,LARIMER,,,NW,SE,SW,24,12.0 N,76.0 W,S,,,,,426580.2,4538163.8,40.991351,-105.872871,1/8/2002 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/7600503
